Name,Scientific Name,Occurrence,Allergen Name,Alternative Allergen Name,Allergen Designation,Protein Family,Sequence Known,Allergen Stability,Nature,Properties,Purification
"Milk, cow",Bos taurus,,Lactoferrin,,,PfamPF00405; Transferrin,Yes,,Not known.,,"Hahn et al. (1998) [1490] describe a partial purification of several whey proteins. Milk was delipidated by centrifugation and casein removed by adjusting to pH 4.7 and centrifugation. The whey was diluted to a conductivity of 2.7 mS/cm, the pH readjusted to 4.7 and then filtered through 0.45-Âµm membrane. The diluted whey was loaded onto one of 4 cation exchange columns (Macro-Prep High S Support, S-Sepharose Fast Flow, S-HyperD-F and Fractogel EMD SO3-650 (S)) equilibrated with 20 mM citrate buffer at pH 4.7. Step elution with 0.1M, 0.3M and 1M NaCl from S-Sepharose Fast Flow gave lactoferrin with some lactoperoxidase contamination in the last step."
Carp,Cyprinus carpio,,,,,,,,,,
Carp,Cyprinus carpio,,,,,,,,,,
Carp,Cyprinus carpio,,Parvalbumin,,None,"EF hand calcium binding proteins, PfamPF00036; efhand.",Yes,,"Preabsorbtion of sera from fish allergic patients by purified carp parvalbumin either abolished or greatly reduced IgE binding to nitrocellulose-blotted extracts of carp, cod, eel, perch or salmon (Swoboda et al 2002 [1787]). Bugajska-Schretter et al. 2000 [1314] report more quantitative data showing that preabsorbtion of sera from 11 fish allergic patients by carp parvalbumin caused mean inhibition of IgE binding of 81% to cod (55%-91%), 89% to tuna (60%-98%), and 78% to salmon extract (55%-93%). Similarly, Swoboda et al (2002) [1313] reported that when sera from 16 fish-allergic patients were preadsorbed with rCyp c 1.01, this strongly inhibited IgE binding to natural fish extracts (i.e. cod, 62–96%, 76% mean inhibition; tuna, 33–98%, 69% mean inhibition; salmon, 41–95%, 70% mean inhibition).",,"Raw carp muscle (1 g) was homogenised under liquid nitrogen, dissolved in 8 ml of phosphate-buffered saline containing PMSF (1 mM) and extracted overnight at 4°C with constant stirring. Total carp muscle extract was boiled for 30 minutes and precipitated proteins were removed by centrifugation at 4500 rpm for 10 minutes at 4°C. Carp muscle parvalbumin isoforms were enriched in the supernatant by addition of ammonium sulphate to a concentration of 60% (w/v). After centrifugation, the supernatant was dialysed against water and the parvalbumin-enriched fraction was lyophilised, redissolved in Tris 10 mM, pH 7.5, and applied to a DEAE Sepharose column (DEAE Sepharose Fast Flow column, Pharmacia Biotech, Uppsala, Sweden). Fractions containing purified parvalbumin isoforms were eluted with a linear salt gradient of Tris 10 mM and NaCl 0.5 M, pH 7.5. Serum IgE from patients allergic to fish and a monoclonal anti-parvalbumin antibody bound to the purified 12 kDa carp parvalbumin isoform but not to the 13 kDa and 14-15 kDa bands (Bugajska-Schretter et al. 2000 [1314]).Swoboda et al (2002) [1313] reported the expression and purification of recombinant parvalbumin (Cyp c 1.01) inE. coliusing the expression vector pET-17b. Expression of soluble rCyp c 1.01 was 30% of the total protein.E. colicells were resuspended in PBS (pH 7.5) containing 1 mM PMSF and were mechanically disrupted by sonication. After the insoluble material had been removed by centrifugation at 20,000 xgfor 30 min, recombinant parvalbumin was further enriched in the supernatant by ammonium sulfate precipitation (60%, w/v) of contaminating proteins. Ammonium sulfate was removed by dialysis against distilled water, and the proteins present in the supernatant were lyophilized, dissolved in 10 mM Tris (pH 7.5), and applied to a DEAE-cellulose-Sepharose column (DEAE Sepharose Fast Flow column; Pharmacia). Fractions containing purified parvalbumin were eluted with a linear salt gradient (0–0.5 M NaCl in 10 mM Tris (pH 7.5)) and dialyzed against distilled water. Serum IgE from six fish-allergic patients and a mAb raised against natural carp parvalbumin reacted with nitrocellulose-blotted rCyp c 1.01"
"Shrimp, brown shrimp",Farfantepenaeus aztecus,,,,,,,,,,
"Shrimp, brown shrimp",Farfantepenaeus aztecus,,,,,,,,,,
"Shrimp, brown shrimp",Farfantepenaeus aztecus,,Pen a 1,,Major,PfamPF00261; Tropomyosin family,Yes,,"The nucleotide sequence of Pen a 1 shows 30 DNA substitutions compared to that of Met e 1, which only result in a single amino acid substitution (Reese et al, 1997 [1577]). The tryptic peptides reported by Shanti et al. (1993) [1576] fromFenneropenaeus indicusincluded 4 amino acid substitutions in 150 residues. Thus penaeoid shrimp tropomysins are likely to be immunologically almost identical.DeWitt et al. (2004) [1536] report that the level of sequence identity of tropomyosins with Pen a 1 is 99% for lobster (Homarus americanus), 92% for crab (Charybdis feriatus), 78-82% for insects and dust mites, 71% for a nematode (Caenorhabditis elegans) and 57% for both blue muscle (Mytilus edulis) and human, suggesting that IgE cross-reactivity is very likely for the invertebrate tropomysosins. Leung et al (1998) [1554] had earlier reported similar levels of amino acid identity for crab Cha f 1, Met e 1, lobster Pan s 1 and Hom a 1 andHomarus americanusslow muscle, fruit fly and chicken tropomyosins.DeWitt et al. (2004) [1536] also showed specific IgE binding to recombinant Pen a 1 and seven invertebrate extracts with 9 sera. 6 sera bound extracts from crustacea most strongly, 2 bound dust mite extract more strongly and one serum showed similar binding with both extracts. rPen a 1 bound 94% of the IgE from the 6 crustacea specific sera and gave 50% inhibition of the binding of extracts at about 0.1 Âµg/ml.Ayuso et al. (2002) [1543] investigated the binding of IgE to the sequences from other invertebrates related to the epitopes identified by Ayuso et al. (2002) [1545]. The epitope sequences were >90% identical between crustaceans, mites and cockroach. These epitopes were also reported to be related to those found in Pen i 1 fromFenneropenaeus indicus(Shanti et al. 1993 [1576]). However, the epitopes identified from oyster (Ishiwara et al. 1998 [1584]) and horned turban (Ishiwara et al. 1998 [1582]) were different. Ayuso et al. (2002) [1543] suggest that, in general, 2 amino acid substitutions in an epitope removes IgE binding.Leung et al (1996) [1557] used sera from 9 shrimp allergic patients and tested for cross-reactivity on immunoblots. As well as all arthropods (crustacea and insects), IgE binding was seen with all 9 sera to tropomyosins from gastropods: abalone (Haliotis diveriscolor) and whelk (Hemifusus ternatana), bivalves: mussel (Perna viridis), pen shell (Pinna atropupurea), scallop, oyster (Crassostrea gigas) and clam (Lutraria philipinarum) and cephalopods: cuttlefish (Sepia madokai), squid (Loligo edulis) and octopus ((Octopus luteus). None of the sera bound to either chicken or mouse tropomyosin. Reese et al. (1996) [1560] also reported that porcine, bovine and rabbit tropomyosins did not bind IgE.Leung et al (1998) [1555] demonstrated that allergy to both spiny lobster and American lobster (Panulirus stimpsoniandHomarus americanus) was due to tropomyosins and that preincubation of sera with the recombinant shrimp tropomyosin Met e 1 removed their IgE reactivity to lobster muscle extracts.As allergy to crustacea is dominated by reactions to the tropomysosins, clinical data on cross-reactivity and studies on IgE binding to extracts is also informative. Fernandez et al. (2003) [1539] demonstrated IgE binding and SPT reactivity in subjects sensitised by insect and mite allergens without prior exposure to shrimp.In contrast to the extensive observed cross-reactivity in IgE binding, clinical cross-reactivity is less common and some but not all crustacea allergics can tolerate mollusks (Leung et al (1996) [1557]; Ishiwara et al. 1998 [1584]; Ishiwara et al. 1998 [1582]).",,"Daul et al (1994) [1563] purified Pen a 1 from brown shrimp by SDS-PAGE.De Witt et al. (2004) [1536] expressed recombinant Pen a 1 in E. coli. Hexahistidine-tagged rPen a 1 was purified by immobilized-metal affinity chromatography (IMAC), using nickel charged chelating Sepharose HP packed in a XK50/20 column (Amersham Biosciences) and size exclusion chromatography (SEC), using a Superdex 200 XK50/100 column (Amersham Biosciences).De Witt et al. (2004) [1536] also purified native tropomyosin from finely chopped tail muscle ofPandalus borealisboiled for 10 min in 1 mL of distilled water per gram of tissue. After clarification by centrifugation and sequential passage through 1.2 µm and 0.45 µm mixed cellulose ester filters, the resulting extract was subjected to ultrafiltration using a PM-10 membrane (molecular mass cut-off: 10000 Da; Millipore). The retentate after ultrafiltration was applied to a Q Sepharose FF ion exchange column (Amersham Biosciences), equilibrated with 20 mM Tris-HCl, pH 8.0 and eluted with a linear 0–0.5 M NaCl gradient in the same buffer. Fractions containing strong 38 kDa band by SDS-PAGE were pooled for further purification by SEC as described above.Leung et al (1998) [1555] report the production of recombinant Met e 1.Naqpal et al (1989) [1572] purified two heat-stable allergens, designated as Sa-I and Sa-II, from boiled shrimp (Fenneropenaeus indicus) extracts. Sa-I was isolated by ultrafiltration, Sephadex G-25, and diethylaminoethyl-Sephacel chromatography and gave a single band on SDS-PAGE at 8.2 kDa. Sa-II was purified by successive chromatography on diethylaminoethyl-Sephacel, Bio-Gel P-200, and Sepharose 4B columns. It gave a singe band at 34 kDa on SDS-PAGE. Shanti et al. (1993) [1576] showed that Sa-II was a tropomysosin and Sa-I a fragment of Sa-II."
Aniseed,Pimpinella anisum,,,,,,,,,,
Aniseed,Pimpinella anisum,,,,,,,,,,
Squid,Todarodes pacificus,,,,,,,,,,
Squid,Todarodes pacificus,,,,,,,,,,
Squid,Todarodes pacificus,,Tod p 1,,None,PfamPF00261; Tropomyosin family,Only five peptide sequences available.,,"Miyazawa et al. (1996) [1558] demonstrated that shrimp tropomyosin completely inhibits IgE binding to squid tropomyosin. Carrillo et al. (1992) [1556], Castillo et al. (1994) [1759] and Castillo et al. (1996) [1758] show that almost all squid allergics in their study were allergic to shrimp.",,"Miyazawa et al. (1996) [1558] used 100 g fresh squid, cut into small pieces with scissors and boiled in distilled water (300 ml) at 100° C for 10 minutes, then centrifuged at 20,000gfor 20 minutes. The supernatant was used as the crude extract. Ammonium sulfate was added with stirring to 50% saturation. After centrifugation at 20,000gfor 20 minutes, the resulting precipitate was collected and dissolved in 0.05 mol/L Tris-HCl buffer, pH 8.0, and then dialyzed against the same buffer. The sample was applied to a DEAE-Sepharose column (Pharmacia). Fractions were collected with a linear gradient of 0.18 to 0.6 M NaCl in Tris buffer and those with allergenic activity were pooled and dialyzed overnight in 0.01 M phosphate buffer (pH 6.8). This was applied to a hydroxylaptite column (Bio-Rad Laboratories, Hercules, Calif.). Fractions were collected with a 0.01 to 0.5 M NaCl gradient in the same buffer, and those with allergenic activity were pooled and dialyzed against phosphate-buffered saline. This was applied to a Sephacryl S-300 column (Pharmacia) equilibrated with PBS and the purification of the 38 kDa protein Tod p 1 was verified by SDS-PAGE and immunoblotting."
Grape,Vitis vinifera,,,,,,,,,,
Grape,Vitis vinifera,,,,,,,,,,
Grape,Vitis vinifera,,Chitinase class I protein,,Major,Chitin recognition proteinPfam PF00187Chitinase class IPfam PF00182,yes,,,,"Chitinase class I protein was extracted by homogenisation in PBS. 2% (w/v) polyvinylpyrrolidone, 2mM EDTA, 10mM diethyldithiocarbamate, 3mM NaN3. Extracts were clarified by centrifugation (16,000xg) at 4C, 30min, dialysed against PBS and concentrated in a centrifugal concentrator (3kDa cut-off filter). This extract was loaded onto a Resource-S cation exchange column equilibrated in 30mM sodium citrate buffer pH 5 and the proteins eluted with 1M NaCl. A gel-permeation chromatography step on Superdex 75 in citrate buffer (pH 5) was then performed and a final step onto a Resource-Q anion exchange column (Pastorello et al 2003) [707]"
Grape,Vitis vinifera,,Thaumatin-like protein,,Minor,"Thaumatin-like proteins, PfamPF00314",N-terminal sequence only,,"IgE binding to the 24 kDa grape component in grape extract was totally inhibited by cherry extract, probably by cherry thaumatin-like protein Pru av 2.",,"Thaumatin-like protein was extracted by homogenisation in PBS. 2% (w/v) polyvinylpyrrolidone, 2mM EDTA, 10mM diethyldithiocarbamate, 3mM NaN3. Extracts were clarified by centrifugation (16,000xg) at 4C, 30min, dialysed against PBS and concentrated in a centrifugal concentrator (3kd cut-off filter). This extract was loaded onto a Resource-S cation exchange column equilibrated in 30mM sodium citrate buffer pH 5 and the protein eluted with 1M NaCl. A gel-permeation chromatography step on Superdex 75 in citrate buffer (pH 5) was then performed and a final step onto a Resource-Q anion exchange column (Pastorello et al 2003) [707]"
Grape,Vitis vinifera,,Vit v 1,,Major,"Protease inhibitor/seed storage/LTP family, PfamPF00234non specific lipid transfer protein (nsLTP)",N-terminal amino acid sequence,,"Grape LTP has 80 % identity to peach LTP. IgE binding of the grape LTP was totally inhibited by cherry extract, probably by cherry nsLTP Pru av 3.",,"Grape LTP was extracted by homogenisation in PBS. 2% (w/v) polyvinylpyrrolidone, 2mM EDTA, 10mM diethyldithiocarbamate, 3mM NaN3. Extracts were clarified by centrifugation (16,000xg) at 4C, 30min, dialysed against PBS and concentrated in a centrifugal concentrator (3kd cut-off filter). This extract was loaded onto a Resource-S cation exchange column equilibrated in 30mM sodium citrate buffer pH 5 and the LTP eluted with 1M NaCl. A gel-permeation chromatography step on Superdex 75 in citrate buffer (pH 5) was then performed and a final step onto a Resource-Q anion exchange column (Pastorello et al 2003) [707]"
Melon,Cucumis melo(Muskmelon),,,,,,,,,,
Melon,Cucumis melo(Muskmelon),,,,,,,,,,
Melon,Cucumis melo(Muskmelon),,Cuc m 1,,Major,"Subtilisin,Pfam, PF05922",Yes,,Not known,,Not purified
Melon,Cucumis melo(Muskmelon),,Cuc m 2,,Major,Profilin; PfamPF00235,Yes,,Not known,,"Rodriguez et al. 2003 [1005] found difficulties to isolate the protein by means of gel-filtration chromatography or affinity chromatography or reverse-phase HPLC. This is explained by the low level of the allergen in the crude melon extract, as well as its tendency to associate with other components."
Melon,Cucumis melo(Muskmelon),,Cuc m 3,,Minor,,Yes,,Cuc m 3 shows 70% and 65% of sequence identity with PR-1 proteins from grape and cucumber respectively,,"Melon (Cucumis melo) fruits were peeled and sliced to obtain juice and pulp, which were separately freeze-dried, and then defatted with acetone (2 Ã 1:10 (wt/vol) for 1 hour at 4Â°C). The dried material was then extracted with PBS buffer (0.1 mol/L sodium phosphate (pH 7.0) and 0.15 mol/L NaCl; 1 Ã 1:5 (wt/vol) for 1 hour at 4Â°C) and centrifuged (10,000 rpm for 30 minutes at 4Â°C), and the supernatant dialyzed against H2O (cut-off point 3.5 kd) and freeze-dried. The melon juice extract (15 mg protein) was fractionated by means of reverse-phase HPLC on a Vydac C4 column (2.2 Ã 25 cm; particle size 10 Âµm; Separations Group, Hesperia, Calif), eluting with a 2-step linear gradient of acetonitrile in 0.1% trifluoroacetic acid (10 minutes at 0%, and 0% to 85% in 280 minutes; 1 mL/min)."
Crab,Charybdis feriatus,,,,,,,,,,
Crab,Charybdis feriatus,,,,,,,,,,
Crab,Charybdis feriatus,,Cha f 1,,Major,PfamPF00261; Tropomyosin family,Yes,,"Leung et al (1998) [1554] reported the percentage of amino acid identity of crab Cha f 1 with Met e 1, lobster Pan s 1 and Hom a 1 andHomarus americanusslow muscle, fruit fly and chicken tropomyosins as 90%, 91%, 92%, 96%, 69% and 60% respectively. They found that IgE from the sera from 10/10 crab allergic subjects bound rMet e 1, rPan s 1 and rHom a 1.DeWitt et al. (2004) [1536] report that the level of sequence identity of tropomyosins with Pen a 1 is 99% for lobster (Homarus americanus), 92% for crab (Charybdis feriatus), 78-82% for insects and dust mites, 71% for a nematode (Caenorhabditis elegans) and 57% for both blue mussel (Mytilus edulis) and human, suggesting that IgE cross-reactivity is very likely for the invertebrate tropomysosins. DeWitt et al. (2004) [1536] also showed specific IgE binding to recombinant Pen a 1 and seven invertebrate extracts with 9 sera. 6 sera bound extracts from crustacea most strongly, 2 bound dust mite extract more strongly and one serum showed similar binding with both extracts. rPen a 1 bound 94% of the IgE from the 6 crustacea specific sera and gave 50% inhibition of the binding of extracts at about 0.1 µg/ml. However, the crab used by DeWitt et al. (2004) wasCancer pagurus.",,"Leung et al (1998) [1554] identified cDNA encoding Cha f 1 by screening against allergic sera and cloned it into theEcoRI site of plasmid expression vectors pGEX (as fusions with glutathione S-transferase). Recombinant Cha f 1 was purified from cells harvested from a 500-mL overnight culture which had been induced with 1 mM IPTG. The cells were suspended in 5 mL of lysis buffer (1% Triton X-100, 1% Tween 20, 10 mM dithiothreitol) and sonicated. The cell lysate was then spun to pellet the debris, and the supernatant was added to glutathione agarose. After incubating for 2 hours on a rocker, the glutathione agarose was washed 3 times with PBST (PBS containing 1% Triton X-100, pH 7.3) and the bound protein eluted with 2 mL of 5 mM reduced glutathione in 50 mM Tris-HCl, pH 8.0. The purified protein was quantified and the purity determined by SDS-PAGE and immunoblotting, revealing a pure protein band of 60-kDa as expected for a fusion protein."
Mango,Mangifera indica,,,,,,,,,,
Mango,Mangifera indica,,,,,,,,,,
Mango,Mangifera indica,,Man i 1,,None,Not known,No,,"East inhibition and immunoblot inhibition studies have been used to characterize cross-reactions between mango, birch and mugwort pollen, celery and carrot. The main cross-reacting allergens implicated are Bet v 1 and Art v 1 (Paschke et al 2001) [145].IgE cross-reactivity between a 35 kDa protein in birch pollen and a protein of comparable size from mango has been demonstrated (Wellhausen et al. 1996). However, this mango protein was not detected by Paschke et al (2001) [145].Diaz-Perales et al. (1999) identified proteins of approximately 30 to 45 kDa (putative class I chitinases) which were recognized by patients with latex-fruit allergy in mango. These proteins did not react with a pool of sera from subjects allergic to latex but not to fruit.",,The allergen has not been purified but Man i 1 has been shown to exist as two isoforms of pI 4.6 and 4.8 (Paschke et al. 2001) [146] .
Mango,Mangifera indica,,Man i 2,,None,Not known,No,,"East inhibition and immunoblot inhibition studies have been used to characterize cross-reactions between mango, birch and mugwort pollen, celery and carrot. The main cross-reacting allergens implicated are Bet v 1 and Art v 1 (Paschke et al 2001) [145].IgE cross-reactivity between a 35 kDa protein in birch pollen and a protein of comparable size from mango has been demonstrated (Wellhausen et al. 1996). However, this mango protein was not detected by Paschke et al (2001) [145].Diaz-Perales et al. (1999) identified proteins of approximately 30 to 45 kDa (putative class I chitinases) which were recognized by patients with latex-fruit allergy in mango. These proteins did not react with a pool of sera from subjects allergic to latex but not to fruit.",,Not purified
Kiwi fruit; chinese gooseberry,Actinidia deliciosa(green kiwifruit)Actinidia arguta(baby kiwifruit)Actinidia chinensis(gold kiwifruit),,,,,,,,,,
Kiwi fruit; chinese gooseberry,Actinidia deliciosa(green kiwifruit)Actinidia arguta(baby kiwifruit)Actinidia chinensis(gold kiwifruit),,,,,,,,,,
Kiwi fruit; chinese gooseberry,Actinidia deliciosa(green kiwifruit)Actinidia arguta(baby kiwifruit)Actinidia chinensis(gold kiwifruit),,Act c 1,,Major,Papain family cysteine proteasePfam PF00112,Yes,,IgE cross-reacts with papain from Papaya latex and bromelain pineapple,,"The pulp of fresh fruit was homogenized (1:2 wt/vol) in 0.1 mol/L potassium phosphate buffer (pH 7) and centrifuged at 40,000 g at 4Â° C for 30 minutes. The supernatant was then dialyzed for 48 hours at 4Â° C against 0.1 mol/L phosphate buffer and centrifuged again at 10,000 g for 5 minutes. The extract was concentrated by centrifuging at 3000 g at 4Â° C for 3 hours. The crude extract was purified by analytic anion-exchange chromatography with a RESOURCE Q column (1 ml). The mobile phase was 20 mmol/L Tris HCl (pH 7.5) and a linear NaCl gradient from 0 to 0.5 mol/L was used to elute the protein (Pastorello et al . 1998; Fahlbusch et al 1998) [149] [52]"
Kiwi fruit; chinese gooseberry,Actinidia deliciosa(green kiwifruit)Actinidia arguta(baby kiwifruit)Actinidia chinensis(gold kiwifruit),,Act c 2,,None,Not known,N-terminal amino acid sequencing of 17 amino acid residues (Moller et al. 1997) [1000],,"IgE cross-reacting allergens are found in latex, avocado and banana (Moller et al. 1998) [115]",,
Kiwi fruit; chinese gooseberry,Actinidia deliciosa(green kiwifruit)Actinidia arguta(baby kiwifruit)Actinidia chinensis(gold kiwifruit),,Thaumatin-like protein,,,"Thaumatin-like proteins, PfamPF00314",N-terminal sequence only,,,,"Peeled kiwi was homogenised in 100 mmol/L sodium bicarbonate buffer containing 2% (wt/vol) polyvinylpolypyrrolidone, pH 9.3 (1:2 wt/vol). After extraction (3 hours at 4Â°C), the slurry was centrifuged (15 minutes at 10,000 xg). Ammonium sulfate was dissolved in the extract (100 mL) to achieve 60% saturation. After overnight standing (4Â°C), the solution was centrifuged (15 minutes at 10,000 xg). The obtained pellet was dissolved in a minimal volume of the starting buffer and dialyzed extensively against the same buffer. The dialysate was spun and subjected to gel permeation chromatography on a Bio-Gel P-60 (Bio Rad) column (39 Ã 1.2 cm). Enriched protein fractions were pooled, concentrated twice, and subjected to ion-exchange chromatography on a QAE-Sephadex A-50 column (8 Ã 1 cm) pre-equilibrated with 100 mmol/L sodium bicarbonate buffer, pH 9.3. The unbound protein fractions were pooled, concentrated twice by means of ultrafiltration, and dialyzed against 150 mmol/L NaCl in 50 mmol/L sodium acetate buffer, pH 6.0, overnight. The protein sample was applied on a copper iminodiacetate Sepharose CL 4B (Cu2+-IDA-Sepharose) column (3.5 Ã 0.7 cm). Finally, the unbound protein sample was rechromatographed on a Superdex 75 prep grade (Pharmacia) column (30 Ã 1.2 cm)."
Chestnut,Castanea sativa,,,,,,,,,,
Chestnut,Castanea sativa,,,,,,,,,,
Chestnut,Castanea sativa,,Cas  s  1,,Major,Bet v 1 family Pfam PF00407,N-terminal fragment only,,Cas s 1 is a member of the Bet v 1 family. IgE binding to Cas s 1 could be completely inhibited by pre-incubating sera with purified recombinant Bet v I (Hirschwehr et al. 1993 [71]).,,"Purified from an aqueous extract of chestnut pollen by affinity chromatography using an immobilized anti-Bet v 1 antibody (BIP1), eluting with 0.1 M glycine/HCl at pH 2.5, followed by anion-exchange chromatography using a DEAE column (DEAE-5WP, TOSO-HAAS, Japan) equilibrated with 20 mM Tris/HCl at pH 8.3. Elution used a gradient of 0-0.5 M NaCl."
Chestnut,Castanea sativa,,Cas  s  5,,Major,"Two domains, chitin binding -PF00187and chitinase I -PF00182.",Yes,,"There are cross reactions with other class I plant endochitinases of fruits like banana, avocado and kiwi fruit. It is a panallergen involved in the fruit-latex syndrome.",,"Collada et al (1992) [306] purified basic endochitinases from Castanea sativa cotyledons and Allona et al. (1996) [6] expressed a chitinase (Cas s 5) in a bacterial system.Diaz-Perales et al (1998) [315] started from a PBS extract of chestnut which was salted-out with 80% saturated (NH4)2SO4. The pellets were collected by centrifugation, dissolved in PBS buffer, and then the pH was brought to 3.5 by addition of 0.1 mol/L HCl. After centrifugation, the supernatants were dialyzed against distilled H2O and freeze-dried. 30 mg of protein was dissolved in 20 mmol/L Tris-HCl (pH 8.0) and loaded onto a column (45 Ã 2.5 cm) of regenerated chitin, which was equilibrated with the same buffer. Elution was carried out with 300 ml (3 hours) of 20 mmol/L sodium acetate (pH 5.5) followed by 400 ml (4 hours) of 20 mmol/L acetic acid (pH 3.2) and chitinases containing fractions were pooled, concentrated, and desalted. These were subjected to cation-exchange chromatography with a Mono S HR 5/5 column (Pharmacia). The column was equilibrated with 10 mmol/L sodium acetate (pH 5.3) (buffer A), and eluted with a salt gradient to 0.5 mol/L NaCl in the same acetate buffer (buffer B). The two-step linear gradient was 0% to 50% of buffer B in 40 minutes and 50% to 100% of buffer B in 20 minutes (1 ml/min). SDS-PAGE and immunodetection was used.Diaz-Perales et al (2002) [762] expressed both recombinant Cas s 5 and Cas s 5 with its hevein domain deleted in Pichia. These were purified by gel filtration on Superdex 75 and cation exchange on Mono-S (both columns from Amersham Pharmacia) to give single bands on SDS-Page (Coomassie Blue stained) at the calculated masses."
Chestnut,Castanea sativa,,Cas  s  8,,None,non-specific lipid transfer proteins (LTPs) PfamPF00234,N-terminal only,,"There is IgE cross-reactivity with other nsLTPs especially that from peach. None of the patients studied by GarcÃ­a SellÃ©s et al. (2002) [594] were SPT positive to chestnut only and only 5/47 were positive for a single food (all peach). 10/47 patients were SPT positive to peach, apple,Artemisaand chestnut which was the second largest group.",,"Chestnut LTP was isolated by Diaz-Perales et al. (2000) [43] from ground hulled chestnuts, which were defatted with acetone (1:5 w/v; 1 h; 4 Â°C), and then with ethanol:ether (1:3 v/v; 1 h; 4 Â°C). The dried material was then extracted with PBS buffer (0.1 M sodium phosphate, pH 7.0, 0.15 M NaCl; 1:5 w/v; 1 h; 4 Â°C). The extract was gel-filtrated on a Sephacryl S200 column (2.5 X 85 cm; Pharmacia Biotech, Uppsala, Sweden), using 0.1m ammonium acetate as elution buffer (1mL/min). Fractions enriched in chestnut LTP were pooled, freeze-dried, and then separated by RP-HPLC on a preparative Vydac-C4 column (22 X 250 mm; particle size 10 Âµm), eluting with a three-step linear gradient of acetonitrile in 0.1% trifluoroacetic acid (10% during 45 min; 10% to 35% in 140 min; 35% to 50% in 100 min and 50% to 85% in 15 min; 1 mL/min)."
Walnut,Juglans regia,,,,,,,,,,
Walnut,Juglans regia,,,,,,,,,,
Walnut,Juglans regia,,Jug r 1,,Major,PFAMPF00234; tryp_alpha_amyl; 2S albumin subfamily.,Yes,,"Jug r 1 exhibits a 46.1% identity with the Brazil nut  (Bertholletia excelsa) methionine-rich 2S albumin seed storage protein allergen precursor, Ber e 1.",,Recombinant Jug r 1 has been expressed and purified both via a fusion protein and as a His-tagged protein (Teuber et al. 1998 [206]; Robotham et al. 2002 [693]).
Walnut,Juglans regia,,Jug r 2,,Major,"PFAMPF00190; Cupin; 7S vicilin with an additional N-terminal region PFAMPF04702; Vicilin_N, which is removed on maturation.",Yes,,Not known,,"A recombinant protein was expressed as a fusion protein with a glutathione-S-transferase (GST) domain. This was then purified on a column of immobilized glutathione (Bulk GST purification module, Pharmacia Biotech)."
Walnut,Juglans regia,,Jug r 3,,None,PFAMPF00234; tryp_alpha_amyl; non specific lipid transfer subfamily.,No,,ns-LTPs fromRosaceae fruitsand other plants show IgE cross-reactivity.,,Not described.
